,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,PRECIPIT. 18 UTC MES ANTERIOR,,,,,,,
,,,,,ESTACIÓN,,VALPARAÍSO,,,MES / AÑO,,,ENERO 2015,,,,,,,,,,PRECIPIT. 24 UTC MES ANTERIOR,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,VIENTO,,TEMPERATURAS,,,,,PRESION,FENOMENO,NUBES,,,,MAR DE VIENTO,,MAR DE FONDO,,,MAR ,HR,RACHAS,,PLUVIO,PP.,EVAPO,HORAS
,DIA,UTC,VIS,NUB,DIR,INT,T° SEC,T° ROC,Tº HUM,Tº MAR,T° EXTR,P° MAR,,BAJAS,ALTURA,MEDIAS,ALTAS,PRDO,ALT,DIR,PRDO,ALT,TEXTO CLARO,,DIR,INT,MM,12 UTC,RACIÓN,SOL
,01,03,10,7,220,10,"16,9","10,4","13,2",,,"1016,1",,,,AC(3),,00,"0,0","250,0",10,"1,5",MAREJADA,066,,,,,,
,01,06,10,0,200,03,"14,5","10,1","12,0",,,"1015,0",,,,,,00,"0,0","250,0",10,"1,5",MAREJADA,075,,,,,,
,01,09,10,0,000,00,"12,6","11,0","9,7",,,"1013,9",,,,,,00,"0,0","240,0",11,"1,5",MAREJADA,086,,,,,,
,01,12,10,0,280,05,"15,5","11,2","13,0",,"12,4","1014,5",,,,,,00,"0,0","240,0",10,"1,5",MAREJADA,075,,,,,004,
,01,15,10,0,230,10,"17,9","11,6","14,2",,,"1013,8",,,,,,01,"0,5","250,0",10,"1,5",MAREJADA,067,,,,,,
,01,18,10,0,230,15,"19,5","11,2","14,6",,,"1013,0",,,,,,02,"0,5","240,0",10,"1,5",MAREJADA,059,,,,,,
,01,21,10,0,220,18,"20,0","10,2","14,3",,,"1011,5",,,,,,02,"0,5","240,0",10,"2,0",MAREJADA,053,220,28,,,,
,01,24,10,0,210,10,"17,5","9,5","13,0",,"20,7","1013,2",,,,,,01,"0,5","240,0",10,"2,0",MAREJADA,060,,,,,,13
,02,03,10,0,000,00,"15,2","11,2","12,9",,,"1013,9",,,,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,077,,,,,,
,02,06,10,0,250,02,"13,5","11,6","12,4",,,"1012,2",,,,,,00,"0,0","240,0",11,"1,5",MAREJADA,088,,,,,,
,02,09,10,6,080,04,"13,0","10,7","11,7",,,"1012,1",,,,,CI(4),00,"0,0","240,0",12,"1,5",MAREJADA,086,,,,,,
,02,12,10,4,000,00,"14,2","11,2","12,5",,"12,4","1012,8",,,,,CI(4),00,"0,0","240,0",11,"2,0",MAREJADA,082,,,,,005,
,02,15,10,2,270,06,"17,6","14,0","15,4",,,"1013,5",,,,,CI(1),01,"0,2","250,0",11,"2,0",MAREJADA,079,,,,,,
,02,18,10,0,240,13,"17,8","14,0","15,5",,,"1013,5",,,,,,02,"1,0","250,0",10,"2,0",MAREJADA,079,240,22,,,,
,02,21,10,0,240,12,"18,0","13,7","15,4",,,"1012,8",,,,,,02,"0,5","250,0",10,"2,0",MAREJADA,076,,,,,,
,02,24,10,0,200,04,"16,6","12,2","14,0",,"18,8","1012,3",,,,,,02,"0,5","250,0",10,"2,0",MAREJADA,075,,,,,,14
,03,03,10,0,000,00,"14,0","11,9","12,8",,,"1013,6",,,,,,00,"0,0","250,0",12,"1,5",MAREJADA,087,,,,,,
,03,06,10,0,090,03,"13,3","11,4","12,2",,,"1013,0",,,,,,00,"0,0","240,0",10,"1,5",MAREJADA,088,,,,,,
,03,09,6,8,030,04,"13,7","12,5","13,0",,,"1013,0",NEBLINA(10),ST(6),210,,,00,"0,0","240,0",11,"1,5",MAREJADA,093,,,,,,
,03,12,6,8,050,09,"14,0","12,7","13,2",,"12,7","1014,8",NEBLINA(10),ST(6),300,,,02,"0,5","240,0",12,"1,0",MAREJADILLA,092,,,,,002,
,03,15,8,8,080,04,"15,9","12,7","14,0",,,"1016,0",NEBLINA(10),ST(6),450,,,00,"0,0","240,0",11,"1,0",MAREJADILLA,081,,,,,,
,03,18,10,6,350,06,"18,6","14,0","15,8",,,"1016,2",,SC(5),600,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,075,,,,,,
,03,21,10,6,310,04,"18,4","14,5","16,0",,,"1014,8",,SC(5),600,,,00,"0,0","240,0",11,"1,0",MAREJADILLA,078,,,,,,
,03,24,10,0,250,05,"16,8","13,8","15,0",,"19,4","1014,0",,,,,,02,"0,5","240,0",10,"1,0",MAREJADILLA,083,,,,,,05
,04,03,6,0,260,06,"15,4","13,2","14,1",,,"1013,8",NEBLINA(10),,,,,00,"0,0","240,0",10,"1,0",MAREJADILLA,087,,,,,,
,04,06,6,7,260,05,"14,5","13,3","13,8",,,"1013,0",NEBLINA(10),SC(5),300,,,00,"0,0","240,0",10,"1,0",MAREJADILLA,093,,,,,,
,04,09,4,8,040,04,"14,5","13,3","13,8",,,"1013,0",NEBLINA(10),ST(6),300,,,00,"0,0","240,0",10,"1,0",MAREJADILLA,093,,,,,,
,04,12,10,8,010,04,"14,6","11,5","12,8",,"14,4","1014,0",,ST(6),450,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,082,,,,,004,
,04,15,10,8,010,03,"16,2","13,7","14,7",,,"1015,2",,ST(6),450,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,085,,,,,,
,04,18,10,6,270,03,"19,1","14,6","16,3",,,"1014,8",,SC(5),510,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,075,,,,,,
,04,21,10,5,270,09,"18,3","13,9","15,6",,,"1013,8",,SC(5),510,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,075,,,,,,
,04,24,10,8,270,02,"16,8","14,0","15,1",,"20,0","1013,8",,ST(6),450,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,084,,,,,,04
,05,03,10,8,000,00,"16,1","13,8","14,7",,,"1014,1",,ST(6),240,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,086,,,,,,
,05,06,10,8,250,05,"15,7","13,9","14,6",,,"1013,1",,ST(6),240,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,089,,,,,,
,05,09,8,8,280,04,"15,4","13,9","14,5",,,"1013,5",NEBLINA(10),ST(6),180,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,091,,,,,,
,05,12,8,8,010,03,"15,5","14,0","14,6",,"15,0","1014,6",NEBLINA(10),ST(6),210,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,091,,,,,001,
,05,15,8,8,040,03,"16,1","14,3","15,0",,,"1015,6",NEBLINA(10),ST(6),180,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,089,,,,,,
,05,18,6,8,030,04,"16,5","14,7","15,4",,,"1015,0",NEBLINA(10),ST(6),150,,,00,"0,0","240,0",11,"1,0",MAREJADILLA,089,,,,,,
,05,21,8,8,310,06,"17,0","14,4","15,4",,,"1014,2",NEBLINA(10),SC(5),240,,,01,"0,5","240,0",11,"1,0",MAREJADILLA,085,,,,,,
,05,24,6,8,240,03,"16,2","14,4","15,1",,"17,5","1014,6",LLOVIZNA,ST(6),180,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,089,,,"0,0",,,00
,06,03,6,8,170,03,"16,1","13,6","14,6",,,"1014,0",NEBLINA(10),ST(6),240,,,00,"0,0","240,0",11,"1,0",MAREJADILLA,085,,,,,,
,06,06,10,8,210,06,"15,3","13,1","14,0",,,"1012,1",,ST(6),240,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,087,,,,,,
,06,09,10,8,200,05,"15,1","12,6","13,6",,,"1012,5",,ST(6),270,,,00,"0,0","240,0",10,"1,0",MAREJADILLA,085,,,,,,
,06,12,10,8,230,05,"15,4","12,7","13,8",,"15,0","1013,0",,ST(6),450,,,00,"0,0","240,0",12,"1,0",MAREJADILLA,084,,,,,002,
,06,15,10,8,310,02,"16,6","13,6","14,5",,,"1014,5",,ST(6),450,,,00,"0,0","240,0",11,"0,5",RIZADA,082,,,,,,
,06,18,10,8,260,04,"18,2","14,3","15,8",,,"1015,0",,ST(6),450,,,02,"0,5","240,0",11,"1,0",MAREJADILLA,078,,,,,,
,06,21,10,8,270,03,"17,9","14,3","15,7",,,"1014,0",,SC(5),450,,,00,"0,0","240,0",12,"1,5",MAREJADA,080,,,,,,
,06,24,10,8,000,00,"16,6","13,6","14,8",,"19,1","1013,8",,,,AC(7),,00,"0,0","240,0",12,"1,5",MAREJADA,083,,,,,,01
,07,03,10,8,000,00,"16,2","13,9","14,8",,,"1014,0",,ST(6),300,,,00,"0,0","240,0",12,"1,5",MAREJADA,086,,,,,,
,07,06,10,8,050,08,"16,4","14,3","15,1",,,"1012,8",,,,AS(2),,00,"0,0","240,0",12,"1,5",MAREJADA,087,,,,,,
,07,09,10,8,010,09,"16,2","13,9","14,8",,,"1012,8",,ST(6),450,,,00,"0,0","240,0",12,"2,0",MAREJADA ROMPIENTE,086,,,,,,
,07,12,10,8,010,10,"16,4","15,4","15,8",,"16,0","1014,2",,ST(6),450,,,2,"0,5",260,12,"1,5",MAREJADA ROMPIENTE,094,,,,,002,
,07,15,10,8,020,09,"18,4","14,5","13,3",,,"1015,3",,ST(6),450,,,01,"0,5","260,0",11,"1,5",MARERJADA,078,,,,,,
,07,18,10,8,320,05,"18,0","13,9","15,5",,,"1015,8",,SC(5),300,,,01,"0,5","240,0",10,"2,0",MAREJADA,077,,,,,,
,07,21,10,0,240,07,"19,7","13,7","16,0",,,"1014,0",,,,,,01,"0,5","250,0",10,"1,5",MAREJADA,068,,,,,,
,07,24,10,0,240,10,"17,0","12,8","14,5",,"20,2","1014,0",,,,,,01,"0,5","250,0",11,"2,0",MAREJADA ROMPIENTE,076,,,,,,05
,08,03,10,0,220,04,"15,8","12,6","13,9",,,"1013,1",,,,,,01,"0,5","250,0",09,"2,5",MAREJADA ROMPIENTE,081,,,,,,
,08,06,8,0,000,00,"14,0","12,3","13,0",,,"1011,0",NEBLINA(10),,,,,01,"0,5","250,0",10,"2,0",MAREJADA,089,,,,,,
,08,09,10,0,100,07,"14,3","12,4","13,2",,,"1011,0",,,,,,01,"0,5","250,0",01,"1,5",MAREJADA,089,,,,,,
,08,12,10,0,230,04,"15,8","13,5","14,4",,"13,5","1012,7",,,,,,00,"0,0","250,0",12,"1,5",MAREJADA,086,,,,,004,
,08,15,10,0,230,10,"20,8","14,4","16,8",,,"1012,5",,,,,,02,"0,5","240,0",12,"1,5",MAREJADA,067,,,,,,
,08,18,10,0,230,15,"22,6","15,2","17,9",,,"1011,0",,,,,,03,"1,0","240,0",12,"2,0",MAREJADA,057,,,,,,
,08,21,10,0,230,14,"23,7","14,2","17,7",,,"1010,0",,,,,,02,0.5,"230,0",10,1.5,MAREJADA,055,,,,,,
,08,24,10,0,240,12,"25,2","16,0","9,5",,"26,2","1010,0",,,,,,02,"0,0","240,0",12,1.0,marejadilla,037,,,,,,
,09,03,10,0,160,02,"18,2","12,7","14,9",,,"1012,0",,,,,,02,0.5,"240,0",12,1.0,marejadadilla,070,,,,,,
,09,06,10,0,090,02,"16,2","12,8","14,2",,,"1011,0",,,,,,00,0.1,"240,0",12,1.0,marejadilla,080,,,,,,
,09,09,10,0,100,03,"14,7","12,8","13,6",,,"1011,2",,,,,,00,"0,0","240,0",12,1.0,MAREJADILLA,088,,,,,,
,09,12,10,0,060,03,"16,8","13,5","14,8",,"14,1","1012,8",,,,,,00,"0,0","250,0",10,"1,5",MAREJADA,081,,,,,005,
,09,15,8,6,030,03,"18,9","14,4","16,1",,,"1013,5",NEBLINA(10),ST(6),300,,,00,"0,0","250,0",10,"1,5",MAREJADA,075,,,,,,
